,par_id,art_id,keyword,country,label,orig_label,label_class,len_text,unbalanced_power,shallow_solution,presupposition,authority_voice,metaphor,compassion,the_poorer_merrier,text
4979,4980,@@21630462,disabled,ph,1,2,[1 0 0 0 0 0 0],135,1,0,0,0,0,0,0,saint andrew james garfield and Claire Foy in an pep up biographical play most antiophthalmic factor military man who devotes his total spirit portion patients and disabled
2878,2879,@@14108898,vulnerable,ng,1,4,[1 0 0 1 1 1 0],372,1,0,0,1,1,1,0,You embody non a country when you well sentry starvation waste your most vulnerable and inexperienced person citizen . You are non angstrom unit country when allow the people that fled the instant slaughter of terrorists and persist into your limb die of hunger and hunger in dozens . You make up non antiophthalmic factor country when you collect the feeble and the poor and abandon them to ' mercifulness bolt down ' food for thought denial !
7137,7138,@@864350,homeless,za,1,3,[0 0 0 0 0 1 0],166,0,0,0,0,0,1,0,"For 12 years Ruby* go deoxyadenosine monophosphate aliveness of abuse , do drugs , homelessness and prostitution . only deuce months ago she unite the golden few to get away the repulsion of prostitution ."
6644,6645,@@16164864,in-need,ph,1,3,[1 0 0 0 0 0 0],146,1,0,0,0,0,0,0,"""After the hearty level , Manny Osme ? a left america pondering on his quote , """" money is pressure until information technology constitute used to help the great unwashed inch need . """""""
5511,5512,@@1951058,disabled,gh,1,4,[1 0 0 0 1 1 0],726,1,0,0,0,1,1,0,""""""" Africa Rights Initiatives external experience brought grinning along the faces of many , especially , crippled/ disabled who received crutches , the poor sighted who invite glasses and medicine , the short who received clothing , the 1,225people world health organization experience relieve wellness indemnity reportage and the ecumenical public that received free aesculapian concern and above altogether , the financial back for the anti hydra maliciousness ( ASV ) to save the lifespan of the short woman in Kporibayiri , and referral of the pathetic boy world health organization died along the right smart to the infirmary . Your Midwives also conducted great livery during your visit . simply God knows what would birth materialise as the alone accoucheuse for the Sub-district evergreen state still along her annual leave """" atomic number 2 allege ."""
6730,6731,@@20076322,homeless,ng,1,4,[1 0 0 0 0 0 0],693,1,0,0,0,0,0,0,"""With amp mission to """" strain every sidereal day to create a safe seaport where dispossessed womanhood and baby find stableness and access code to the basic needs of life """" , the Elfreeda Foundation set in motion information technology spread shelter on the eleventh of revered 2017 . In attendance were dignitaries such as : the wife of the frailty president of Nigeria , Her Excellency Dolapo Osinbajo ; the governor of Imo submit , His Excellency Owelle Anayo Rochas Okorocha ( OON ) ; wife of the governor of Imo state , Nneoma Nkechi Rochas Okorocha ; wife of the regulator of Enugu land , Monica Ugwuanyi ; the chief of stave of the imo say governing , honest Uche Nwosu ; publisher of Genevieve Magazine , Betty Irabor amongst others ."""
664,665,@@30027702,vulnerable,gh,1,3,[1 0 0 0 0 0 0],417,1,0,0,0,0,0,0,""""""" With your impeccable personal dignity , you elevated the Office of Secretary-General in antiophthalmic factor manner rarely catch . With incomparable diplomatic skill and to peachy force , you use the force of your office to push the cause of world peace treaty and to protect the vulnerable . In so cause , you raised the nominate of the un and the mention of Ghana to new global top . """" - michael Kingsley-Nyinah , DPKO , New house of york ."""
3624,3625,@@24009046,poor-families,nz,1,3,[1 0 1 0 0 1 0],155,1,0,1,0,0,1,0,"I buns only think of those poor people kinfolk and the range of emotions they mustiness embody going through to drop off their have it off one , precisely angstrom iodin did totally those years agone ."
5864,5865,@@19042211,refugee,za,1,4,[1 0 0 1 0 0 0],159,1,0,0,1,0,0,0,"The holy father also visit on the faithful to reach kayoed , sound out that personal encounters with migrants and refugees bathroom avail break up distorted fears and ideologies ."
5551,5552,@@24417713,vulnerable,gh,1,3,[1 0 0 1 0 0 0],113,1,0,0,1,0,0,0,The parson tell a companionship 's amount of its human race constitute how it treats information technology sapless and most vulnerable members .
664,665,@@30027702,vulnerable,gh,1,3,[1 0 0 0 0 0 0],417,1,0,0,0,0,0,0,""""""" With your impeccable personal dignity , you sublime the spot of Secretary-General in axerophthol mode seldom catch . With uncomparable diplomatical skill and to great effect , you utilise the major power of your bureau to promote the cause of globe peace and to protect the vulnerable . inward thusly doing , you raise the name of the UN and the distinguish of republic of ghana to newfangled global heights . """" - Michael Kingsley-Nyinah , DPKO , modern york ."""
8204,8205,@@19682691,vulnerable,za,1,3,[1 1 0 0 0 0 0],438,1,1,0,0,0,0,0,"The plight of the vulnerable the great unwashed of Platfontein was put inward the limelight once sir thomas more when nutrient parcels , clothes and blankets embody donate to at least ten family line along mandela solar day . During the handover was from the left mob Manyemi ( community leader ) , Elmarie Mostert and Faith Binase ( Sadtu ) , Huthiwa Xoyo and mare Kakuti ( donee ) and Ludi Kandaro and Desiree Kapira ( Platfontein youth member ) . picture : Boipelo Mere"
3539,3540,@@1844920,refugee,tz,1,3,[1 0 0 1 0 0 0],414,1,0,0,1,0,0,0,""""""" Malaria strikes associate in nursing astound number of refugee , but it does n't pauperization to """" order Chris Helfrich , the film director of Nothing but clear . """" amp childlike bed sack put up help protect mothers and children from a deadly mosquito bite-and this is the help that they desperately need . We 're thus thankful to groom and totally our nil but web supporter for ensuring that we canful cover this camp out with life-saving go to sleep nets . """""""
9308,9309,@@1840470,refugee,tz,1,2,[1 0 0 0 0 0 0],180,1,0,0,0,0,0,0,""""""" Another holocene accomplishment is the take inch associate in nursing neat , dignified and safety manner of 34,052 burundi refugees from Mtabila pack , reserve for information technology stop , """" she order ."""
4343,4344,@@16470097,refugee,hk,1,4,[1 1 0 0 0 0 0],118,1,1,0,0,0,0,0,"In angstrom unit world of outright data , at that place represent footling finish us from leave refugee with this lifesaving connectivity ."
337,338,@@3020402,homeless,ca,1,4,[0 0 0 0 0 1 0],101,0,0,0,0,0,1,0,"envisage being a homeless mortal , walking the street of business district calgary on piercingly stale evenings ."
9824,9825,@@21116071,disabled,ph,1,2,[1 0 0 1 0 0 0],125,1,0,0,1,0,0,0,"While Mseffer observe her aggroup 's progress toward integration the handicapped , she wants authorities to produce more involved ."
5718,5719,@@7895819,refugee,lk,1,4,[1 1 0 0 0 0 0],120,1,1,0,0,0,0,0,"Pope Francis has travel to a refugee center to wash and kiss the metrical unit of Muslim , russian orthodox , Hindu and Catholic refugees ."
205,206,@@25312066,refugee,hk,1,3,[0 0 1 0 0 1 0],270,0,0,1,0,0,1,0,"""Smyth told HKFP : """" The grownup take exception is the no exploit policy . I think that refugees world health organization do hither , or asylum seeker , they 're ineffective to work and they have tike hither -- their nipper constitute homeless . That 's really the cause of group a circle of accent atomic number 49 the residential district . """""""
2955,2956,@@8731077,in-need,ke,1,2,[1 0 0 0 0 0 0],502,1,0,0,0,0,0,0,"over the past times little phoebe years , the company has donate approximately 60,000 pounds of bracing bring forth for hebdomadally outreach political program and via prominent vacation upshot and Veteran ? s programs that have affect decade of thousands of new Yorkers inwards pauperization . Through easter navy seal of freshly house of york , Bloom Fresh give birth fresh fruits and vegetables apiece hebdomad to the bronx Child Development center of attention to non but provide more healthy nutrient to tiddler during tiffin , but as well for the minor to proceeds home to their syndicate ."
3185,3186,@@3264493,migrant,us,1,3,[0 0 0 0 1 1 1],407,0,0,0,0,1,1,1,"""When politicians discus in migration , information technology is usually inward high-flying full term . Jeb Bush says that """" immigrant create associate in nursing engine of economical successfulness . """" political leader e'er blab of importing the considerably and the shining from overseas . But modern York City 's beauty parlor capture the flashy realness of illegal immigration , which creates island of outlawry where people can atomic number 4 mistreated with niggling consequence ."""
1062,1063,@@16536265,hopeless,nz,1,4,[0 0 1 0 0 1 0],401,0,0,1,0,0,1,0,""""""" So many of us encounter the state of our place as roughly form of reflection of our self-worth ( even though information technology 's not ! ) , and axerophthol mess prat indeed easily cause you feel like type a failure . And for those world health organization ingest genial illness , inveterate illness , continuing pain in the ass , operating theatre disablement , this can follow even worse , because when you 're not physically able to do vitamin a whole-house neat , it can all seem deoxyadenosine monophosphate slight hopeless . """""""
6961,6962,@@24833883,poor-families,gb,1,3,[0 0 0 0 0 1 0],306,0,0,0,0,0,1,0,"unity spectator tweeted : ' EastEnders dorsum to its best ... has me shout out with Carmel this evening ... ' spell a second spectator wrote : ' Carmel absolutely split my heart tonight ! Makes maine mean about these miserable families that get news the like this hoosier state real life , soh many what ifs and wherefore 's - this penury to change ! ! '"
7958,7959,@@22177675,hopeless,gh,1,3,[1 0 0 0 0 1 0],411,1,0,0,0,0,1,0,"President Akufo-Addo mark that despite democracy gaining ascendant on the Continent , and the positive economic strides , there were justifiably urge on requirement to address issuing of far flung unemployment and the sense of hopelessness in the futurity , that obligate with child amount of africa 's spring chicken to travel crosswise the sahara forsake and traverse precarious sea in search of a advantageously sprightliness in the produce domain ."
